short_name,long_name,nationality_name,overall,age,player_positions,club_name,cluster,cluster_name,pace,shooting,passing,dribbling,defending,physic
G. Paredes,Gabriel Paredes,Argentina,63,21,"LB, LM",CA Aldosivi,1,Defensive Anchor,74.0,53.0,57.0,60.0,58.0,62.0
A. Madibo,Assim Omer Al Haj Madiboعاصم ماديبو,Qatar,65,28,"CDM, CM",,1,Defensive Anchor,82.0,38.0,53.0,61.0,65.0,75.0
Juan Sebastián,Juan Sebastián Serrano,Spain,68,23,"RB, CB, LB, RM",Real Zaragoza,1,Defensive Anchor,66.0,33.0,64.0,64.0,65.0,72.0
T. Bindon,Tyler Grant Bindon,New Zealand,69,20,"CB, RB",Sheffield United,1,Defensive Anchor,58.0,46.0,59.0,64.0,68.0,73.0
Rodrigo Pinho,Rodrigo Cunha Pereira de Pinho,Brazil,70,34,"ST, RW, RM",Estrela da Amadora,5,Target Striker,58.0,75.0,60.0,68.0,25.0,61.0
P. Gueye,Pape Habib Guèye,Senegal,68,25,"ST, CAM, CM",Kasımpaşa SK,5,Target Striker,77.0,67.0,54.0,65.0,24.0,78.0
J. Lorch,Jeremias Lorch,Germany,66,29,"CB, CM, CDM",Alemannia Aachen,1,Defensive Anchor,65.0,46.0,58.0,60.0,65.0,75.0
M. Ortega,Martín Yamil Ortega,Argentina,67,25,"RB, RM",Tigre,1,Defensive Anchor,71.0,50.0,58.0,64.0,62.0,67.0
J. Mosquera,Jherson Steven Mosquera Castro,Colombia,69,25,RB,Newell's Old Boys,1,Defensive Anchor,68.0,41.0,58.0,58.0,67.0,74.0
J. Cazares,Juan Ramón Cazares Sevillano,Ecuador,67,33,"CAM, CM",Independiente del Valle,0,Pacey Dribbler,73.0,64.0,69.0,68.0,33.0,39.0
S. Hidalgo,Santiago Hidalgo Massa,Argentina,69,20,"RW, CAM, RM",Toulouse FC,0,Pacey Dribbler,77.0,65.0,65.0,72.0,33.0,50.0
S. Biuk,Stipe Biuk,Croatia,67,22,"LM, RM, LW",Real Valladolid CF,0,Pacey Dribbler,80.0,58.0,61.0,69.0,38.0,60.0
J. Headley,Jaheim Anthony Headley,England,62,23,"LB, LM",Port Vale,1,Defensive Anchor,86.0,54.0,53.0,67.0,52.0,67.0
C. Driouech,Couhaib Driouechصهيب دريوش,Morocco,70,23,"LW, LM",PSV,4,Pacey Dribbler II,92.0,61.0,58.0,73.0,26.0,63.0
J. Cardozo,Juan José Cardozo López,Paraguay,62,21,"CM, CDM",Argentinos Juniors,1,Defensive Anchor,61.0,55.0,60.0,64.0,59.0,66.0
Park Se Jin,Se-jin Park박세진,Korea Republic,63,21,"CM, CAM",Gimcheon Sangmu FC,1,Defensive Anchor,66.0,53.0,60.0,66.0,58.0,55.0
S. Sandberg,Simon Sandberg,Sweden,65,31,"CB, RB, RM",IK Sirius,1,Defensive Anchor,67.0,43.0,60.0,59.0,64.0,72.0
Miguel Sousa,Miguel Ferreira de Sousa,Portugal,67,26,"CAM, CM, RM",Casa Pia,0,Pacey Dribbler,64.0,62.0,68.0,68.0,41.0,48.0
N. Orsini,Nicolás Orsini,Argentina,70,30,"ST, RW, CAM",Platense,5,Target Striker,70.0,70.0,57.0,64.0,32.0,70.0
E. Bajraktarević,Esmir Bajraktarević,Bosnia and Herzegovina,67,20,"RW, RM",PSV,0,Pacey Dribbler,77.0,54.0,65.0,76.0,40.0,59.0
Sergio Viera,Sergio Viera Garcia,Spain,62,20,"CDM, CM, CAM",UD Las Palmas,1,Defensive Anchor,64.0,54.0,59.0,64.0,58.0,64.0
J. Cummings,Jason Steven Cummings,Australia,67,29,"ST, CAM",Mohun Bagan Super Giant,5,Target Striker,61.0,69.0,56.0,66.0,37.0,60.0
Y. Goitia,Jonatan Esteban Goitía,Argentina,66,30,"CDM, CM, RB",Deportivo Riestra,1,Defensive Anchor,73.0,42.0,58.0,58.0,65.0,69.0
Carlos Espí,Carlos Espí Escrihuela,Spain,68,19,ST,Levante UD,5,Target Striker,71.0,64.0,56.0,64.0,37.0,74.0
T. Gomulka,Taras Jan Gomulka,Australia,60,23,"CM, CDM",Perth Glory,1,Defensive Anchor,65.0,52.0,60.0,60.0,57.0,65.0
S. Ouaissa,Sami Ouaissa,Netherlands,68,20,"RM, CAM, RW",NEC Nijmegen,0,Pacey Dribbler,74.0,59.0,62.0,69.0,40.0,63.0
D. Widgren,Trond Dennis Widgren,Sweden,64,31,"LB, LM",IK Sirius,1,Defensive Anchor,64.0,48.0,59.0,60.0,61.0,67.0
R. Paula,Raul Carlos Vasko Caldaroska Paula,Germany,66,21,"RM, LM, RB",NAC Breda,0,Pacey Dribbler,70.0,64.0,64.0,67.0,40.0,59.0
A. Méndez,Armando Jesús Méndez Alcorta,Uruguay,71,29,"RB, RM",Lanús,1,Defensive Anchor,80.0,37.0,52.0,60.0,66.0,87.0
A. Londoño,Azarias Emmanuel Londoño González,Panama,65,24,"ST, RW, RM",Universidad Católica del Ecuador,0,Pacey Dribbler,69.0,65.0,66.0,68.0,33.0,60.0
N. Ogbeta,Nathanael Simeon Ogbeta,England,66,24,"LB, LM",Barnsley,1,Defensive Anchor,80.0,45.0,53.0,66.0,60.0,70.0
S. Coulibaly,Soumaïla Coulibaly,France,72,21,CB,RC Strasbourg Alsace,1,Defensive Anchor,85.0,36.0,54.0,65.0,69.0,77.0
A. Muñoz,Emiliano Ariel Muñoz Aizcorbe,Argentina,61,24,"CAM, CM",Deportivo Riestra,0,Pacey Dribbler,71.0,58.0,55.0,65.0,60.0,51.0
R. Bardghji,Roony Bardghjiروني بردغجي,Sweden,69,19,"RM, RW",FC Barcelona,0,Pacey Dribbler,73.0,68.0,63.0,74.0,25.0,53.0
M. Alonso,Mauricio Sebastián Alonso Pereda,Uruguay,65,31,"RM, LM, RW",Universidad Católica del Ecuador,0,Pacey Dribbler,80.0,65.0,60.0,63.0,36.0,61.0
L. Raolisoa,Lilian Raolisoa,France,70,25,"RB, RM",Angers SCO,1,Defensive Anchor,71.0,42.0,57.0,70.0,69.0,59.0
M. van Bergen,Mitchell van Bergen,Netherlands,69,25,"RM, LM, RW",Sparta Rotterdam,0,Pacey Dribbler,94.0,61.0,60.0,70.0,27.0,51.0
S. Souprayen,Georges Marie Samuel Souprayen,France,66,36,CB,Melbourne City FC,1,Defensive Anchor,57.0,36.0,59.0,62.0,64.0,78.0
E. Gimenez,Elián Ezequiel Giménez,Argentina,64,21,"CM, CDM",Club Atlético Sarmiento,1,Defensive Anchor,62.0,55.0,58.0,64.0,61.0,64.0
Edgar,Edgar Bruno da Silva,Brazil,66,38,"ST, LW, RW, LM",Daegu FC,5,Target Striker,42.0,67.0,61.0,61.0,31.0,78.0
M. Clark,Max Oliver Clark,England,63,29,"LB, LM",Gillingham,1,Defensive Anchor,71.0,47.0,57.0,60.0,58.0,71.0
J. Bowler,Joshua Luke Bowler,England,69,26,"RM, RW, LM",Blackpool FC,0,Pacey Dribbler,73.0,64.0,63.0,74.0,33.0,50.0
L. Carrizo,Lucas Eduardo Carrizo,Argentina,67,28,"CB, LB, LM",Huracán,1,Defensive Anchor,69.0,39.0,53.0,65.0,68.0,76.0
A. Crnac,Ante Crnac,Croatia,68,21,"ST, RM, CAM, RW",Norwich City,5,Target Striker,78.0,70.0,52.0,68.0,28.0,72.0
N. Wimmer,Nicolas Wimmer,Austria,70,30,CB,Wolfsberger AC,3,Defensive Anchor II,44.0,47.0,51.0,59.0,70.0,81.0
M. Kaba,Mohamed Kaba,France,68,23,"CDM, CM",Lecce,1,Defensive Anchor,61.0,52.0,57.0,64.0,65.0,70.0
R. Ghrieb,Rayan Ghrieb,France,68,26,"RM, RW",1. FC Magdeburg,0,Pacey Dribbler,72.0,66.0,65.0,71.0,36.0,60.0
T. Kolodziejczak,Timothée Christian Kolodziejczak,France,69,33,CB,Paris FC,1,Defensive Anchor,54.0,39.0,64.0,59.0,69.0,71.0
T. Pellenard,Théo Pellenard,France,69,31,CB,Stade Lavallois Mayenne FC,1,Defensive Anchor,48.0,37.0,64.0,65.0,69.0,74.0
Capi,Hugo Martínez González,Spain,60,18,"CDM, CM",Albacete Balompié,1,Defensive Anchor,73.0,52.0,57.0,63.0,56.0,60.0
D. Varešanović,Dal Varesanovic,Bosnia and Herzegovina,67,24,"CAM, CM",Gençlerbirliği SK,0,Pacey Dribbler,65.0,62.0,65.0,70.0,40.0,54.0
F. Di Michele Sanchez,Fabio Di Michele Sanchez,Germany,66,22,"LB, LM",Eintracht Braunschweig,1,Defensive Anchor,79.0,43.0,56.0,63.0,62.0,66.0
C. Lannert,Christopher Lannert,Germany,67,27,"RB, RM",DSC Arminia Bielefeld,1,Defensive Anchor,78.0,44.0,59.0,60.0,59.0,65.0
E. Weinhauer,Erik Weinhauer,Germany,63,24,"CAM, RM, LM, ST",FC Erzgebirge Aue,0,Pacey Dribbler,73.0,63.0,58.0,66.0,42.0,54.0
Álex Calvo,Alejandro Calvo Mata,Spain,66,21,"RW, RM",FC Andorra,0,Pacey Dribbler,82.0,61.0,61.0,67.0,36.0,54.0
H. Mahou,Hicham Mahouهشام ماحو,France,66,25,"LM, RM, ST, LW",FC Lugano,0,Pacey Dribbler,84.0,62.0,60.0,63.0,39.0,55.0
A. Arce,Álex Adrián Arce Barrios,Paraguay,75,30,ST,Independiente Rivadavia,5,Target Striker,59.0,79.0,50.0,70.0,23.0,64.0
A. Ghareeb,Abdulrahman Abdullah Ghareebعبد الرحمن غريب,Saudi Arabia,70,28,"LM, LW",Al Nassr,0,Pacey Dribbler,84.0,62.0,64.0,74.0,25.0,57.0
A. Sarmiento,Andrés de Jesús Sarmiento Salas,Colombia,70,27,"LM, LW",Atlético Nacional,4,Pacey Dribbler II,75.0,70.0,61.0,72.0,27.0,64.0
O. Correia,Omar Correia,France,64,25,"CDM, CM",SS Juve Stabia,1,Defensive Anchor,60.0,55.0,58.0,62.0,60.0,68.0
Eo Jeong Won,Jeong-won Eo어정원,Korea Republic,65,25,"RB, LB",Pohang Steelers,1,Defensive Anchor,78.0,51.0,53.0,64.0,58.0,61.0
Zé Carlos,José Carlos Natário Ferreira,Portugal,66,23,"RB, CM, RM",Gil Vicente FC,1,Defensive Anchor,73.0,45.0,59.0,68.0,61.0,62.0
S. Nombe,Samuel Tshiayima Nombe,England,67,26,ST,Rotherham United,5,Target Striker,91.0,65.0,54.0,65.0,31.0,70.0
I. Salah,Ibrahim Salahابراهيم صلاح,Morocco,70,23,"LW, ST, LM",FC Basel 1893,5,Target Striker,71.0,69.0,58.0,72.0,30.0,67.0
Chapela,Iván Chapela López,Spain,69,26,"LM, RM, LW",Burgos CF,0,Pacey Dribbler,74.0,68.0,63.0,71.0,30.0,56.0
A. Gilchrist,Alfie Gilchrist,England,71,21,"RB, CB, RM",West Bromwich Albion,1,Defensive Anchor,61.0,42.0,60.0,62.0,73.0,71.0
C. Ramirez,Christian Ramírez,United States,68,34,"ST, CAM, CM",LA Galaxy,5,Target Striker,59.0,68.0,59.0,66.0,31.0,74.0
A. Schott,Augusto Schott,Argentina,66,25,"RB, LB, RM",Talleres,1,Defensive Anchor,81.0,45.0,56.0,65.0,59.0,66.0
A. Al Hamdan,Abdullah Abdulrahman Al Hamdanعبدالله الحمدان,Saudi Arabia,64,25,"ST, CAM",Al Hilal,5,Target Striker,73.0,62.0,63.0,61.0,41.0,69.0
K. Schumacher,Kevin Schumacher,Germany,64,27,"LM, LB",VfL Osnabrück,5,Target Striker,83.0,60.0,57.0,64.0,33.0,69.0
C. Labidi,Chiheb Labidiشهاب العبيدي,Tunisia,65,24,CM,CD Nacional,1,Defensive Anchor,64.0,51.0,61.0,66.0,61.0,71.0
Carlos Fernández,Carlos Fernández Luna,Spain,69,29,ST,CD Mirandés,5,Target Striker,65.0,70.0,62.0,67.0,26.0,67.0
A. Cantero,Alan Martín Cantero,Argentina,68,27,"ST, LW, CAM",Alianza Lima,5,Target Striker,66.0,68.0,63.0,67.0,26.0,69.0
K. Spadanuda,Kevin Spadanuda,Switzerland,67,28,"LM, LB",FC Luzern,0,Pacey Dribbler,70.0,66.0,64.0,68.0,36.0,55.0
J. Vásquez,Johan Felipe Vásquez Ibarra,Mexico,75,26,CB,Genoa,3,Defensive Anchor II,61.0,33.0,58.0,60.0,76.0,75.0
Henrique Araújo,Henrique Pereira Araújo,Portugal,70,23,ST,SL Benfica,5,Target Striker,70.0,70.0,59.0,63.0,26.0,70.0
T. Kawamura,Takumu Kawamura川村 拓夢,Japan,65,25,"CM, CAM",FC Red Bull Salzburg,1,Defensive Anchor,58.0,62.0,62.0,65.0,60.0,59.0
M. Miranda,Matías Nicolás Miranda,Argentina,65,25,"CAM, RM, LM, CM",Defensa y Justicia,0,Pacey Dribbler,70.0,58.0,65.0,67.0,55.0,48.0
M. Seoane,Mateo Seoane,Argentina,64,21,"CM, CDM",Gimnasia y Esgrima La Plata,1,Defensive Anchor,67.0,46.0,63.0,65.0,58.0,65.0
R. Tapia,Rodrigo Ernesto Tapia,Argentina,68,30,"CB, LB",Atlético Grau,1,Defensive Anchor,69.0,49.0,53.0,59.0,68.0,73.0
J. Farrell,Jacob Brett Farrell,Australia,67,22,"LB, LM",Portsmouth,1,Defensive Anchor,68.0,45.0,55.0,60.0,65.0,77.0
Diego Rodrigues,Diego Henrique Oliveira Rodrigues,Portugal,66,20,"CM, CDM",Sporting Clube de Braga,1,Defensive Anchor,64.0,52.0,61.0,67.0,59.0,62.0
D. Kyerewaa,Daniel Kankam Kyerewaa,Germany,65,24,"CAM, LW, RW, CM",Reading FC,0,Pacey Dribbler,77.0,50.0,62.0,71.0,47.0,58.0
K. Koné,Kialy Abdoul Koné,Côte d'Ivoire,64,28,"LM, LW",AD Ceuta FC,0,Pacey Dribbler,77.0,61.0,56.0,66.0,47.0,60.0
J. McMillan,Jack McMillan,Scotland,63,27,"RM, RB, CM",Exeter City,1,Defensive Anchor,66.0,47.0,59.0,61.0,59.0,71.0
L. Egloff,Lilian Niclas Egloff,Germany,65,22,"CM, CAM, ST",Karlsruher SC,0,Pacey Dribbler,66.0,57.0,65.0,71.0,47.0,62.0
R. Jones,Ricky-Jade Jones,England,65,22,"ST, LM, LW",FC St. Pauli,5,Target Striker,93.0,62.0,56.0,65.0,28.0,67.0
R. Elongo-Yombo,Rodney Elongo-Yombo,Germany,64,23,"LW, ST, LM",1. FC Saarbrücken,5,Target Striker,79.0,57.0,56.0,68.0,41.0,71.0
C. Araújo,César Nahuel Araújo Vilches,Uruguay,69,24,"CDM, CM",Orlando City SC,1,Defensive Anchor,65.0,53.0,56.0,63.0,63.0,70.0
T. Parmo,Tomás Parmo,Argentina,64,17,"CAM, CM",Independiente,0,Pacey Dribbler,77.0,61.0,63.0,66.0,44.0,45.0
L. Rosenboom,Lasse Rosenboom,Germany,69,23,"RB, RM",Holstein Kiel,1,Defensive Anchor,70.0,47.0,58.0,61.0,67.0,73.0
N. Al Abed,Nawaf Shaker Fayrouz Al Abedنواف العابد,Saudi Arabia,65,35,"CAM, RM, LM, CM",Al Riyadh,0,Pacey Dribbler,39.0,66.0,68.0,68.0,45.0,47.0
J. Kerr,Jason Kerr,Scotland,66,28,CB,Wigan Athletic,1,Defensive Anchor,67.0,44.0,52.0,58.0,64.0,77.0
Rodrigo Pinheiro,Rodrigo Pinheiro Ferreira,Portugal,70,22,"RB, RM",Famalicão,1,Defensive Anchor,80.0,37.0,61.0,67.0,65.0,69.0
G. Díaz Núñez,Gabriel Díaz Núñez,Argentina,68,25,"LB, LM",Club Atlético Sarmiento,1,Defensive Anchor,70.0,35.0,60.0,67.0,66.0,56.0
T. Touré,Tidjany Chabrol Touré,France,68,22,"LM, RM, LW",Gil Vicente FC,0,Pacey Dribbler,82.0,61.0,60.0,70.0,26.0,62.0
P. Twumasi,Patrick Twumasi,Ghana,67,31,"LM, ST, CAM, LW",Jeonbuk Hyundai Motors,0,Pacey Dribbler,77.0,65.0,61.0,67.0,31.0,57.0
E. Dixon-Bonner,Elijah Malik Dixon-Bonner,England,63,24,"CM, CDM",Queens Park Rangers,1,Defensive Anchor,60.0,54.0,60.0,66.0,58.0,60.0
E. Ancheta,Emiliano Ancheta Da Rosa,Uruguay,68,26,"RB, RM",Club Nacional de Football,1,Defensive Anchor,60.0,37.0,58.0,64.0,71.0,71.0
Antonaldo Laforte,Antonaldo V. Laforte Beretta,Brazil,68,29,"CAM, CM",Fluminense,5,Target Striker,63.0,65.0,68.0,61.0,26.0,72.0
D. Scherhant,Derry Lionel Scherhant,Germany,69,22,"ST, LM, LW, CAM",SC Freiburg,4,Pacey Dribbler II,83.0,66.0,61.0,73.0,23.0,65.0
D. Etienne Jr.,Derrick Burckley Etienne Jr.,Haiti,66,28,"LM, ST, LW",Toronto FC,0,Pacey Dribbler,81.0,61.0,60.0,69.0,40.0,62.0
M. Sahi,Moïse Orell Dion Sahi,Côte d'Ivoire,69,23,"ST, CAM",FCV Dender EH,0,Pacey Dribbler,74.0,71.0,59.0,71.0,28.0,58.0
C. Malley,Connor Malley,England,61,25,"CDM, CM",Shamrock Rovers,1,Defensive Anchor,59.0,59.0,60.0,60.0,55.0,65.0
S. Diarra,Stéphane Imad Diarra,Côte d'Ivoire,68,26,"RM, LM, RW",Alverca,0,Pacey Dribbler,76.0,58.0,64.0,72.0,41.0,45.0
J. Morán,Juan Segundo Morán,Argentina,65,18,"LB, LM",Godoy Cruz,1,Defensive Anchor,75.0,45.0,58.0,62.0,59.0,66.0
R. Svindland,Remi-André Svindland,Norway,64,27,"RW, CM, RM",Bryne FK,5,Target Striker,67.0,60.0,63.0,64.0,41.0,66.0
D. Oldaker,Darren Joseph Norman Oldaker,England,61,26,"CDM, CM, CB",Swindon Town,1,Defensive Anchor,70.0,54.0,60.0,61.0,56.0,64.0
K. Gordon,Kellan Sheene Gordon,England,61,27,"RB, LB, RM",Notts County,1,Defensive Anchor,80.0,50.0,55.0,60.0,55.0,66.0
J. Mercado,John Anthony Mercado Cuero,Ecuador,70,23,"LW, LM, RM",Sparta Praha,4,Pacey Dribbler II,86.0,60.0,62.0,72.0,32.0,63.0
P. Wiesinger,Philipp Wiesinger,Austria,69,31,CB,FK Austria Wien,1,Defensive Anchor,46.0,54.0,59.0,60.0,72.0,55.0
Manu Sánchez,Manuel Sánchez García,Spain,63,29,"RB, RM",AD Ceuta FC,1,Defensive Anchor,61.0,57.0,62.0,61.0,60.0,59.0
F. Arismendi,José Fernando Arismendi Peralta,Uruguay,64,34,"RM, CM, RW",Gualberto Villarroel SJ,1,Defensive Anchor,69.0,56.0,63.0,65.0,49.0,61.0
U. Mathisen,Ulrik Mathisen,Norway,64,26,"RW, CM, LW, RM",SK Brann,0,Pacey Dribbler,71.0,56.0,61.0,67.0,54.0,58.0
Tomás Nuninho,Tomás Nicolas Nuninho Alfaro,Brazil,68,29,"CDM, CM",Bahia,1,Defensive Anchor,50.0,49.0,61.0,60.0,66.0,77.0
A. Sejdič,Amar Sejdić,Germany,63,28,"CM, CAM, CDM",Columbus Crew,1,Defensive Anchor,47.0,59.0,62.0,65.0,59.0,64.0
Lee Jin Yong,Jin-yong Lee이진용,Korea Republic,62,24,"CM, CDM",Daegu FC,1,Defensive Anchor,59.0,48.0,59.0,62.0,60.0,71.0
Manu Nieto,Manuel Nieto Sánchez,Spain,67,27,ST,FC Andorra,0,Pacey Dribbler,69.0,68.0,61.0,67.0,29.0,61.0
J. Mees,Joshua Mees,Germany,69,29,"CAM, LM, ST, CM",SC Preußen Münster,0,Pacey Dribbler,67.0,66.0,66.0,70.0,32.0,56.0
J. Ngakia,Jeremy Ngakia,Congo DR,69,24,"RB, LB, RM",Watford,1,Defensive Anchor,71.0,38.0,57.0,67.0,68.0,63.0
Diogo Leite,Diogo Filipe Monteiro Pinto Leite,Portugal,78,26,CB,1. FC Union Berlin,3,Defensive Anchor II,64.0,38.0,52.0,63.0,80.0,78.0
A. Bermont,Anthony Bermont,France,68,20,"LM, RM, LB",RC Lens,0,Pacey Dribbler,74.0,54.0,63.0,71.0,50.0,58.0
Jang Yun Ho,Yun-ho Jang장윤호 张润镐,Korea Republic,61,28,"CM, CDM, CAM",Suwon FC,1,Defensive Anchor,57.0,55.0,60.0,60.0,53.0,62.0
J. Sbarra,Joseph Christopher Sbarra,England,61,26,"CM, CAM",Doncaster Rovers,0,Pacey Dribbler,70.0,58.0,58.0,65.0,53.0,47.0
J. Earl,Joshua John Francis Earl,England,66,26,"CB, LB, LM",Barnsley,1,Defensive Anchor,70.0,45.0,56.0,57.0,65.0,74.0
N. Buayi-Kiala,Nathan Buayi-Kiala,France,62,21,CM,AJ Auxerre,1,Defensive Anchor,58.0,54.0,62.0,63.0,59.0,57.0
A. Zeljković,Ajdin Zeljković,Sweden,64,27,"LW, ST, LM",IFK Värnamo,5,Target Striker,73.0,64.0,60.0,65.0,31.0,65.0
J. Lankester,Jack Richard Lankester,England,63,25,"CAM, ST, RM, CM",Crewe Alexandra,0,Pacey Dribbler,77.0,59.0,60.0,64.0,43.0,58.0
Jandro Orellana,Alejandro Orellana Gómez,Spain,67,24,"CDM, CM",GD Estoril Praia,1,Defensive Anchor,60.0,49.0,65.0,64.0,66.0,53.0
Vieirundinho,Danilo Manuel Vieira Espíndola,Brazil,78,33,CB,Botafogo,3,Defensive Anchor II,59.0,39.0,53.0,57.0,80.0,82.0
Pedro Miguel,Pedro Miguel Carvalho Deus Correia,Qatar,68,34,"RB, CB, RM",,1,Defensive Anchor,73.0,38.0,60.0,61.0,64.0,78.0
J. Perea,Juan José Perea Mendoza,Colombia,67,25,ST,FC Zürich,5,Target Striker,79.0,68.0,57.0,68.0,26.0,68.0
I. Fofana,Ibrahim Cheick Junior Fofana,Côte d'Ivoire,61,21,"CM, CDM",Amiens SC,1,Defensive Anchor,65.0,54.0,60.0,62.0,59.0,63.0
V. Cuesta,Víctor Leandro Cuesta,Argentina,75,36,CB,Newell's Old Boys,3,Defensive Anchor II,56.0,46.0,46.0,60.0,76.0,81.0
Natan,Natan Bernardo de Souza,Brazil,78,24,CB,Real Betis Balompié,3,Defensive Anchor II,56.0,33.0,55.0,66.0,79.0,77.0
H. Caballero,Hernesto Ezequiel Caballero Benítez,Paraguay,68,34,"CDM, CM, CB",Libertad,1,Defensive Anchor,53.0,59.0,59.0,64.0,70.0,65.0
H. Al Ghamdi,Hamed Abdullah Ahmad Al Ghamdiحامد الغامدي,Saudi Arabia,62,26,"CM, CAM",Al Ittihad,0,Pacey Dribbler,68.0,62.0,63.0,70.0,51.0,42.0
L. Oyen,Luca Oyen,Belgium,67,22,"LW, LM",KRC Genk,0,Pacey Dribbler,75.0,60.0,64.0,71.0,39.0,51.0
T. Bair,Thelonius Alston Bradley Bair,Canada,71,25,ST,FC Lausanne-Sport,5,Target Striker,75.0,68.0,51.0,65.0,29.0,80.0
M. Amondarain,Mikel Amondarain,Argentina,63,20,"CM, CDM",Estudiantes de La Plata,1,Defensive Anchor,65.0,57.0,61.0,63.0,59.0,63.0
T. Zimmerschied,Tom Zimmerschied,Germany,69,26,"LM, LW",SV Elversberg,0,Pacey Dribbler,72.0,60.0,63.0,71.0,37.0,62.0
F. Engelhardt,Florian Engelhardt,Germany,65,22,"CDM, CM, CB",Viktoria Köln,1,Defensive Anchor,68.0,51.0,58.0,66.0,66.0,58.0
M. Huard,Matthieu Emmanuel Wilfrid Huard,France,66,27,"LB, CB",Red Star FC,1,Defensive Anchor,76.0,40.0,55.0,62.0,61.0,74.0
M. Hanousek,Marek Hanousek,Czechia,65,33,"CDM, CM",Widzew Łódź,3,Defensive Anchor II,38.0,58.0,58.0,57.0,66.0,70.0
J. Bachmann,Janik Jay Bachmann,Germany,66,29,"CDM, CM, CAM",FC Schalke 04,1,Defensive Anchor,55.0,57.0,59.0,57.0,62.0,80.0
S. Raebiger,Lars Sidney Raebiger,Germany,62,20,"CM, CAM",Eintracht Braunschweig,0,Pacey Dribbler,62.0,52.0,65.0,66.0,55.0,44.0
M. Rakneberg,Mikkel Rakneberg,Norway,63,23,"LB, LM",Kristiansund BK,1,Defensive Anchor,72.0,54.0,56.0,60.0,60.0,62.0
Hong Yun Sang,Yun-sang Hong홍윤상,Korea Republic,65,23,"LM, LW, ST",Pohang Steelers,5,Target Striker,84.0,63.0,56.0,66.0,26.0,65.0
Rodri Alonso,Rodrigo Alonso Martín,Spain,65,22,"RM, CM, LM, RW",Moreirense FC,0,Pacey Dribbler,62.0,56.0,66.0,64.0,50.0,49.0
A. Ajeti,Albian Afrim Ajeti,Switzerland,68,28,ST,FC Basel 1893,5,Target Striker,70.0,67.0,55.0,65.0,28.0,72.0
A. El Azzouzi,Anouar El Azzouziانور العزوزى,Morocco,67,24,"CDM, CM",Fortuna Düsseldorf,1,Defensive Anchor,63.0,47.0,57.0,63.0,62.0,79.0
D. Nejašmić,Darko Nejašmić,Croatia,70,26,"CDM, CM",NEC Nijmegen,1,Defensive Anchor,62.0,46.0,64.0,69.0,60.0,74.0
L. Pinckert,Lukas Finn Pinckert,Germany,70,25,"CB, RB",SV Elversberg,1,Defensive Anchor,75.0,41.0,56.0,61.0,69.0,75.0
Y. Paintsil,Winston Robin Yaw Paintsil,Norway,62,25,"RM, RB, LM, RW",Tromsø IL,1,Defensive Anchor,88.0,54.0,53.0,64.0,57.0,60.0
J. Duranville,Julien Dienda M. Duranville,Belgium,72,19,"RM, LM, ST, RW",Borussia Dortmund,0,Pacey Dribbler,88.0,61.0,63.0,82.0,26.0,49.0
L. Page,Louis Donald Page,England,61,16,"CM, CDM, CAM",Leicester City,0,Pacey Dribbler,74.0,55.0,60.0,65.0,54.0,52.0
J. Tveita,Jon-Helge Tveita,Norway,61,32,"LM, RM, LW",Bryne FK,1,Defensive Anchor,64.0,56.0,57.0,59.0,60.0,69.0
G. Miller,George Miller,England,61,27,ST,Cheltenham Town,5,Target Striker,83.0,61.0,49.0,59.0,37.0,71.0
M. Feil,Manuel Feil,Germany,67,30,"RM, RW",SV Elversberg,0,Pacey Dribbler,61.0,58.0,62.0,71.0,42.0,55.0
F. Rami,Franco Rami,Argentina,67,22,ST,CA Aldosivi,5,Target Striker,70.0,64.0,58.0,66.0,36.0,65.0
A. Zambrano,Arnaldo Andrés Zambrano Parraga,Ecuador,61,23,"CM, CDM",Mushuc Runa,1,Defensive Anchor,67.0,53.0,60.0,61.0,56.0,60.0
Kim Bo Kyung,Bo-kyung Kim김보경 金甫炅,Korea Republic,61,35,"CM, CAM, LM",FC Anyang,0,Pacey Dribbler,50.0,57.0,64.0,63.0,49.0,56.0
V. Sulzbacher,Valentin Sulzbacher,Austria,60,20,CM,FC Red Bull Salzburg,1,Defensive Anchor,66.0,56.0,58.0,56.0,58.0,67.0
D. Mikanović,Dino Mikanović,Croatia,66,31,"RB, RM",Universitatea Cluj,1,Defensive Anchor,75.0,40.0,59.0,64.0,60.0,69.0
S. Moreyra,Stéfano Nahuel Moreyra,Argentina,67,24,"CDM, CM, CB",Instituto Atlético Central Córdoba,1,Defensive Anchor,65.0,43.0,59.0,63.0,68.0,64.0
Julio Alonso,Julio Alonso Sosa,Spain,68,26,"LB, LM",SD Huesca,1,Defensive Anchor,78.0,37.0,55.0,65.0,64.0,64.0
M. Rittmüller,Marvin Lee Rittmüller,Germany,67,26,"RB, RM",TSV 1860 München,1,Defensive Anchor,81.0,43.0,57.0,62.0,59.0,69.0
K. Mizuta,Kaito Mizuta水多 海斗,Japan,64,25,"CAM, CM, LM",Rot-Weiss Essen,0,Pacey Dribbler,71.0,58.0,59.0,69.0,46.0,59.0
L. D'Arrigo,Louis Joseph D'Arrigo,Australia,62,23,"CDM, CM",Melbourne Victory,1,Defensive Anchor,71.0,47.0,60.0,62.0,58.0,62.0
